index,url,project,message,result
85,https://github.com/DeepVAC/libdeepvac/commit/a15f5042f2a9a22c5d2ed1f5fc1eece09f6665b8,DeepVAC/libdeepvac,refactor service from has-a to is-a,Yes
86,https://github.com/alexhagiopol/cracking-the-coding-interview/commit/7c1afe6ecb1a0f72bafc2fda13d099e6df390d29,alexhagiopol/cracking-the-coding-interview,refactor tests,Yes
87,https://github.com/corosync/corosync/commit/6dee045326b6f7c695be53b40830161759b40b0f,corosync/corosync,"corosync-cfgtool: refactor cli parameters handling

use the idea from corosync-cmapctl to set ACTION and params in the first
swtich, and add another swtich to call function based on ACTION and the
params.

Signed-off-by: Bin Liu <bliu@suse.com>
Reviewed-by: Jan Friesse <jfriesse@redhat.com>",Yes
88,https://github.com/mattn/go-sqlite3/commit/32ab0d8730130a4e69e06861571a84bcba3c9955,mattn/go-sqlite3,refactoring,Yes
89,https://github.com/ellson/MOTHBALLED-graphviz/commit/391768f83a7529bf041454e670a10c918c976905,ellson/MOTHBALLED-graphviz,refactoring mapgen code for renderer plugins,Yes
90,https://github.com/leenjewel/openssl/commit/eca46daa606763f0b40abf9ae41bbe171fd27a6c,leenjewel/openssl,"Merge pull request #2 from davidshen84/master

Suggested refactor of android build script",Unsure
91,https://github.com/swiperproxy/swiperproxy/commit/7373bf560a34d1337a9bb9295eb21280f5aa7e92,swiperproxy/swiperproxy,"Bump year, some minor refactoring",Yes
92,https://github.com/stump/libsmf/commit/405e9a167bdcb4a0033eb635e494fbc80c2774c2,stump/libsmf,"refactor a little.


git-svn-id: https://libsmf.svn.sourceforge.net/svnroot/libsmf/trunk@21 bede6af4-a197-dd11-9785-00d0b7b2942b",Yes
93,https://github.com/ApolloAuto/apollo/commit/b8cd8a9c8c3aa6de116cfbddf6ecfbace16ee5ed,ApolloAuto/apollo,"planning refactor to prepare for change lane state machine (#1621)

* format a doxygen style in perception, serve as a template

* planning: relax change lane condition

* planning: move decider to reference line info",No
94,https://github.com/grpc/grpc/commit/d44b15a0c6f09024ce56d1609151c497cb607c09,grpc/grpc,"Merge pull request #6436 from jboeuf/credentials_refactoring

Refactoring the core security code.",Yes
95,https://github.com/lh3/fermi/commit/46fabba645a87b425e3c24bc082bb5b9fc39c4c7,lh3/fermi,refactor msg_print(),Yes
96,https://github.com/MediaArea/RAWcooked/commit/952eda50550a5a1ae2d83705ff39e2122e0f8447,MediaArea/RAWcooked,Fix wrong cast to 32-bit during refactoring,No
97,https://github.com/Mellanox/libvma/commit/1636a55720b8fba0121d67f9a30c621a04bf1d7d,Mellanox/libvma,"issue: 576219 enhance vma_list_t - refactor inconvinient members' names

Change-Id: I3ff6c935201d043fbdf46212b722366df2657f8e",Yes
98,https://github.com/philberty/gccpy/commit/8b1c301d2270a3742bee6311d843fdb00fadc041,philberty/gccpy,"gccgo: 	fixes to ast-dump, refactoring of export and ast-dump
        to implement a common interface for writing basic
        type literals and added flags for optimization.

	* lang.opt: Add fgo-optimize-.
	* go-lang.c (go_langhook_handle_option): Handle OPT_fgo_optimize.
	* go-c.h (go_enable_optimize): Declare.
	* Make-lang.in (GO_OBJS): Add go/go-optimize.o.
	(GO_EXPORT_H): Define.
	(GO_IMPORT_H): Add $(GO_EXPORT_H).
	(GO_AST_DUMP_H): Define.
	(go/ast-dump.o, go/statements.o): Use GO_AST_DUMP_H.
	(go/export.o, go/gogo.o, go/import.o): Use GO_EXPORT_H.
	(go/types.o): Likewise.
	(go/expressions.o): Use GO_AST_DUMP_H and GO_EXPORT_H.
	(go/go-optimize.o): New target.


git-svn-id: svn+ssh://gcc.gnu.org/svn/gcc/trunk@178046 138bc75d-0d04-0410-961f-82ee72b054a4",Unsure
99,https://github.com/moai/moai-dev/commit/93e52a7acd243562a85251603bb62c9ff55be2d7,moai/moai-dev,refactored MOAIInputMgr to prepare for implementation of internal input configurations,Yes
100,https://github.com/mkeeter/antimony/commit/8d9ec47a513621d3b4b95adb55a9628347f334fa,mkeeter/antimony,"Merge branch 'katydid'

Very large rewrite / refactor:
- Move graph view into a separate 2D view (rather than overlayed)
- Different window types for graph, 3D, and script editing
- Support arbitrarily many windows (e.g. quad view)
- Upgrade to Qt 5.4 and corresponding OpenGL fixes
- Switch to new-style signal-slot connections",Yes
101,https://github.com/Softmotions/iowow/commit/2263e2cd11a2f022809912a01768c82ced8d5aee,Softmotions/iowow,- iwfsm refactoring,Yes
102,https://github.com/resiprocate/resiprocate/commit/a855cdb2876dd5e5830ee496abf0dddb5c1d213a,resiprocate/resiprocate,"Some refactoring in preparation for threading work. Still need to change
how enableFlowTimer() is implemented to be threadsafe once transports are
in their own thread/s.


git-svn-id: https://svn.resiprocate.org/rep/resiprocate/branches/b-TKLC-perf_work@9208 ddefafc4-47db-0310-ae44-fa13212b10f2",Yes
103,https://github.com/andybarry/flight/commit/d18119a0761e28fdaa647ef05efcdd46ce0cde99,andybarry/flight,"Big refactor to move all of the recording and playback code into its on RecordingManager class.  Cleans up the code a lot, but not tested yet (it does compile)",Yes
104,https://github.com/ring00/bbl-ucore/commit/b212d5ea0ee0489649f7451b5acde1718f2dd2e7,ring00/bbl-ucore,lab4 code refactor,Unsure
105,https://github.com/wojdyr/fityk/commit/cd51f6a52b3747f0247b82b9c7ea15795f4b75f9,wojdyr/fityk,refactored classes UserInterface and Commands,Yes
106,https://github.com/cityflow-project/CityFlow/commit/9459e9f1f2f483852c032aa89a492654d8d804f2,cityflow-project/CityFlow,"refactor: remove boost, improve include and drop support in python2.7 (#56)

* refactor: remove boost and improve include

* refactor: remove boost in CI & drop support for Python 2.7

* refactor: update the docs",Yes
107,https://github.com/buxtronix/am43/commit/b3cacfc15c1607a51b402112f5b9300df0ebf0f7,buxtronix/am43,refactor to one mqtt client per device,Yes
108,https://github.com/SINGROUP/SOAPLite/commit/2087729e131a848bf1bf6436f845e21077b43211,SINGROUP/SOAPLite,"Polynomial branch works, but prefactor is missing and weights for the rbfs are numerically calculated.",No
109,https://github.com/smuellerDD/libkcapi/commit/45321e772b6cdeb141909bd0942026b5d080f50c,smuellerDD/libkcapi,"test: Allow running tests outside of build environment

This patch slightly refactors the test scripts so they can be installed
along with the binaries and ran on the installed system. The old way of
running test-invocation.sh in the build environment still works.

The test scripts are installed into %pkglibexecdir%, along with the test
binaries (so that the test scripts can easily find them). Note that the
test binaries are also still installed in %bindir% to not break the
backwards compatibility.

Distribuitons are recommended to put the test files into a separate
subpackage that can be installed for debugging/QA purposes.

Signed-off-by: Stephan Mueller <smueller@chronox.de>",Yes
110,https://github.com/josephg/librope/commit/344aa92ba916859f06c335f66437f3fb99989ddf,josephg/librope,"Big refactor. Rolled the head list node into the rope itself and added a rope iterator. Improved rope_check, removed lines and gained a 16% speedup",Yes
111,https://github.com/intel/libipt/commit/cda671e97ceb4f76bc7b59ca29f85b6e1d975da0,intel/libipt,"libipt, ild: refactor length check in sib_dec()

Check the length at the beginning and return on failure.  This is to prepare
for indicating errors in the return value.

Change-Id: I0cdc16983839e7129fc2d6a4013a177014efe715
Signed-off-by: Markus Metzger <markus.t.metzger@intel.com>",Unsure
112,https://github.com/microsoft/IPC/commit/86df124c5f2a0447d6ec56af7a506dc41bbf5546,microsoft/IPC,[examples] Minor refactoring (#38),Yes
113,https://github.com/hyrise/hyrise/commit/bc84ed4bfd28d4dac7ea3682c0e070ffbaa264a2,hyrise/hyrise,"Add optimizer rule to create IndexScans (#661)

* Commit to transfer to pella

* Make initial version work

* LQPTranslation

* LQPTranslatorTest

* Between

* Minor

* Format

* ScanType -> PredicateCondition in comments

* Rename scan_typee

* Some cleanup

* Some refactoring

* Add test

* Minor

* Lint + Format

* Address review issues

* Add IndexInfo type",Unsure
114,https://github.com/rrthomas/lrexlib/commit/676724f7b9ca9c3373e11cdb19f39ebae1b89840,rrthomas/lrexlib,refactoring,Yes
115,https://github.com/awthwathje/SteaScree/commit/da79aac749f26b710cfc8c3bcf31afddd372e9f2,awthwathje/SteaScree,"Fixed a bug when sometimes keys get repeatedly added to screenshots.vdf
during multiple add/remove cycles and if this VDF-file has been modified
externally. Removed ""FirstStart"" from saved preferences. Removed unused
signals and slots. General refactoring.",Yes
116,https://github.com/libretro/gambatte-libretro/commit/d21f4d5f9119ca07e8add343b548935df479ca10,libretro/gambatte-libretro,"- one more decimal position in refresh rate representation.
- use xrandr screen names
- hide empty full mode comboboxes
- windowed resolution -> window size
- lots of refactoring.


git-svn-id: https://gambatte.svn.sourceforge.net/svnroot/gambatte@247 9dfb2916-2d38-0410-aef4-c5fe6c9ffc24",Yes
117,https://github.com/kiedtl/huxdemp/commit/84daeaa034af32e9001caa3eb337f8f39f5afa9d,kiedtl/huxdemp,refactor: use enum variants instead of function pointers for deciding ordering,Yes
118,https://github.com/agra-uni-bremen/metaSMT/commit/71098615fb449a46b68d08815d02f633958a9547,agra-uni-bremen/metaSMT,"refactored smt2operator and OperatorMap utilizing a compile-time index lookup template
the indices are the positions of the tags in the AllTags vector and the string-names are taken from the SMT_NameMap",Unsure
119,https://github.com/Autonomous-Racing-PG/ar-tu-do/commit/e37b7a70786a418541e3fa5ce077a51720bef81d,Autonomous-Racing-PG/ar-tu-do,"Merge pull request #175 from Autonomous-Racing-PG/marian-dms-refactor

Refactor Dead Man's Switch to publish its state as a boolean",Yes
120,https://github.com/ecocurious2/MultiGeiger/commit/38b04a528be3d8cd0870b295d6ff5870c93a37c3,ecocurious2/MultiGeiger,"Merge pull request #261 from ThomasWaldmann/fix-clearline

fix/refactor clearDisplayLine",Yes
121,https://github.com/tensorflow/ngraph-bridge/commit/2929d1dc300272224c5a495fabe96cf22b8c7b40,tensorflow/ngraph-bridge,padding refactor (#96),Yes
122,https://github.com/pgbackrest/pgbackrest/commit/d89a67776cfbb7b3047dbe297cc0c768e5c670e8,pgbackrest/pgbackrest,"Refactor restoreManifestMap() tests in the command/restore unit.

Add test titles, new tests, and rearrange.

Also manifestTargetFindDefault(), which will soon be used by core code in a refactoring commit.",Yes
123,https://github.com/github/libprojfs/commit/4b45594f9e568f9d815ee149209ffac9d1c357ec,github/libprojfs,refactor to use common test error exit functions,Yes
124,https://github.com/eclipse-iceoryx/iceoryx/commit/d2077643407c93aa6b3bea020d305bde6bd7d79c,eclipse-iceoryx/iceoryx,"iox-#32 fixed semaphore tests for linux, refactored ctor tests and fixed timedwait

Signed-off-by: Christian Eltzschig <christian.eltzschig2@de.bosch.com>",Yes
125,https://github.com/vrubleg/soundkeeper/commit/323638c360bfafe2c7a7e31950e2e26d4eaa3bb5,vrubleg/soundkeeper,Small refactoring of the CKeepSession::Render().,Yes
126,https://github.com/vmcall/nt-mapper/commit/b1c09fcb2c16095fe7db7ca1b0ee445f051712eb,vmcall/nt-mapper,noexplicit and inline refactor,Yes
127,https://github.com/TheFoundryVisionmongers/KatanaUsdPlugins/commit/4a7e97c5629bb39e1efa86ab42de8073e7d7ff82,TheFoundryVisionmongers/KatanaUsdPlugins,"TP 439864 - refactoring installation locations for python modules to allow for re-use outside of UsdExport work

Summary: Refactored the install locations for python modules so we can re-use them in other areas of the code base.",Yes
128,https://github.com/novelrt/NovelRT/commit/17758b276b07ce31000a26154b66dd264c7a8b70,novelrt/NovelRT,"Merge pull request #284 from novelrt/misc/ecs-refactor

Updated ECS namespace to follow new header pattern.",Yes
129,https://github.com/kripken/BananaBread/commit/bf8db8d188c6c9902f5b6f82286b5ef585705929,kripken/BananaBread,refactor benchmark main loop interaction,Yes
130,https://github.com/vsrinivas/fuchsia/commit/139b4cd48ef6aa5512a5fe676ee7c57e27428077,vsrinivas/fuchsia,"[testrunner] Use sshutil.Client

testrunner now uses sshutil.Client and its methods rather than a raw
ssh.Client. This means testrunner no longer needs to use an SSHRunner,
since sshutil.Client encapsulates everything that SSHRunner provided on
top of a raw ssh.Client.

The equivalent change has already been made for botanist
(http://fxrev.dev/379818) so after this lands SSHRunner will no longer
be load-bearing and can be deleted, along with all the deprecated
sshutil utility functions that operate on raw ssh.Clients.

I intentionally kept the functional changes minimal (for example,
testrunner will still use the same backoff strategy for connecting and
reconnecting after losing the connection). So this change should
hopefully be pretty safe.

There were a couple of functional changes that I didn't think were worth
trying to avoid:

1. testrunner will now *always* disconnect and reconnect the SSH client
  after a test fails with a ConnectionError, whereas previously
  testrunner would send a ping to check the connection and only
  disconnect and reconnect if the ping failed. Maintaining this behavior
  would require some moderately invasive changes to sshutil.Client, and
  I'm not convinced that it's necessary; I suspect that ConnectionErrors
  only occur if the client is in an unrecoverable state where it needs
  to be disconnected and reconnected anyway. If I'm wrong it's also not
  the end of the world, since ConnectionErrors should be quite rare, so
  it shouldn't be too costly to do an occasional unnecessary disconnect
  and reconnect.
2. I had to change the way the DataSinkCopier handles disconnects and
  reconnects. Previously, a DataSinkCopier only lived as long as its
  corresponding ssh.Client, so testrunner had to create a new
  DataSinkCopier whenever it disconnected and reconnected. It's possible
  to mimic this behavior with sshutil.Client, but it would have required
  some refactoring of the testrunner and data_sinks tests. So instead, I
  added a Reconnect() method on DataSinkCopier that creates a new sftp
  client using the reconnected ssh client. testrunner now calls
  copier.Reconnect() after reconnecting the ssh client.

Bug: 48042
Change-Id: I3d642f4884ba44db77f5842b843a7df678fdaf58
Reviewed-on: https://fuchsia-review.googlesource.com/c/fuchsia/+/403557
Commit-Queue: Oliver Newman <olivernewman@google.com>
Reviewed-by: Ina Huh <ihuh@google.com>
Testability-Review: Ina Huh <ihuh@google.com>",Unsure
131,https://github.com/netoptimizer/network-testing/commit/13a6ecc88f5e922df5bea6a86b4c91259b453376,netoptimizer/network-testing,"udp_client_echo: refactor, splitup {send,recv,validate}_packet

Signed-off-by: Jesper Dangaard Brouer <brouer@redhat.com>",Yes
132,https://github.com/etaler/Etaler/commit/73ceac2355064838dfa438a90c4240ac34669b8c,etaler/Etaler,refactor SDRClassifer and add test for SDRClassifer,Yes
133,https://github.com/abhriyaroy/WallR2.0/commit/7b757029c458a035631ea20114c324a62c8a6f8e,abhriyaroy/WallR2.0,"Update  headings

Remove usage tips and refactor heading sizes",Unsure
134,https://github.com/eurecom-s3/symcc/commit/d8d13de313ae11c074c8648d836b43b05b0dda75,eurecom-s3/symcc,"Move the pass to the middle of the optimization pipeline

The change set looks big, but it really mostly consists of refactoring to make
the change possible:
- Instead of inserting the prototypes of run-time functions once when we start
  working on a module, insert them before processing each function (they may be
  optimized out in between).
- Move the pass to just before the vectorizer. Going further would require
  support for LLVM vector types.
- Fix a test where the improved optimization would remove a conditional.",Yes
135,https://github.com/secretlocation/azure-kinect-unreal/commit/f40187be5e59ec9e92e989c598d27f391ccefc28,secretlocation/azure-kinect-unreal,"- Added comments for the joint orientation mapping
- Some more refactoring, formatting, clean up",Yes
136,https://github.com/effolkronium/random/commit/a5f588143c7317095b84cc6cdf8b6744732be955,effolkronium/random,small refactor,Yes
137,https://github.com/H2CO3/Sparkling/commit/695fde2bcb01eb2a37beaa205e598e3218b477a9,H2CO3/Sparkling,refactor all the things 'cause I felt bad,No
138,https://github.com/gnif/LookingGlass/commit/cd4dfd725222355e380bd2ee5660e85b390a680d,gnif/LookingGlass,[client] egl: cleanup/refactor of cursor texture code,Yes
139,https://github.com/dylanaraps/eiwd/commit/bc17925f3a8ea20f47af7c843384cc369e71bbb3,dylanaraps/eiwd,"manpage: Fix section naming

The previous refactoring somehow changed the 'Settings' section name
into 'General'

Fixes: ac53239109fc (""doc: Split network configuration description into separate manpage"")",Unsure
140,https://github.com/CZ-NIC/knot/commit/1ee49daba115d636fb7ac2a9b29269cbc7c36da4,CZ-NIC/knot,"Merge branch 'master' into dname_refactor

Conflicts:
	src/knot/zone/zone-load.c
	src/tests/xfr_tests.c",Yes
141,https://github.com/sg-s/xolotl/commit/6fa845f8735dba98ffaeb0bd4789b55d81630a86,sg-s/xolotl,"Merge pull request #516 from sg-s/refactored-mexing

Refactored mexing",Yes
142,https://github.com/roberthawdon/dfshow/commit/fd00a1dbcde51146008bbacc643793b652ccf13b,roberthawdon/dfshow,"V0.9.0 to master (#125)

* Cut branch for 0.9

* Started adding acl/xaddr support

* Added definitions for acls

* (Not working) ACL work

* Initial working acl flag on MacOS

* Added xattr support for MacOS

* Swapped to ifdef

* Added ACL for Linux

* Added dummy -l flag for accidental `ls` muscle memory human (PEBKAC) related issues

* Testing SELinux checks

* Adding display test for SELinux acl

* Added flag for showing security context

* Adding context to struct

* Add Context Text to struct

* Actually copy the value to the variable

* Added libselinux

* Reworked automake linkers

* Handle -1 size

* Show stopping memory issues

* Fixed memory issue with attr field

* Starting work adding context to file output

* Added context header on -Z

* Added emacs files to ignore list

* Adding length of context and cleaning print entry

* Reverting printEntry change, adding contextlen

* Buffer overflow for perms

* Buffer overflow driver/size

* Buffer overflow driver/size - again

* Added context on -Z

* Fixed heading spacing for context

* Added missing padding on context larger than header

* starting work on segments

* Added segment pointers

* Added context segment

* Fixed padding on segments

* Made selinux optional

* Added extra memory for log10 calculations

* Context doesn't follow symlinks

* Switched attrs and hlink to segmemts

* Configured Travis to use SELinux as part of testing

* Sorting by name first before date and size

* This is to give the same results as ls if two files have the same
datestamp or size.

* Added handling if hard link count is less than 1

* Owner Segment implemented

* Date segment implemented

* Made marked a segment

* Fix hiding owner column

* Defined column names

* Add context to default conf file

* Fix issue where Driver header is shown when reading simlink to device.

Addresses #114 which happens when color mode is enabled.

* Added Mac theme

* New segment print system (buggy)

* Fix issue in new segment print system

* Updated mac theme

* Further fixes to new print segment routine

* Added default

* Fix driver/size display issue

* Removing entryMeta

* Preping for name segment

* Added Name Segment system

* Finishing name segment system

* Fix buffer overflow issue when displaying some directories

* Added TI theme inspired by NET-DFEDIT

* Started work on segmenting headers

* Completed working segmented headers

* Initalising header

* Updated copyright

* Allow reordering of segments

* Initialising memory in write segment routines

* Add one item per line option from ls

* Fixed segment size for name. Also cleaned up getseglength routine

* Made length of array dynamic

* Stopped --no-sf flag defaulting back to sf if no PAGER env is set

* Fixed header posiitoning if marked segment isn't shown

* Fixed size header justification

* Fixed header positioning when scrolling side ways

* Fixed over scrolling issue

* Making blank headers match data alignment

* Started working on skipping to first file

* Fixed skippable funtion to work on correct directory

* Added skip to first file option to config

* Fixed trailing slash issue.

Addresses issue #121

* Added skip to first file option argument

* Store xattrs in struct

* Freeing memory for xattrs

* Fixed memory issue with xattr storage

* Get size of xattr

* Corrected positioning of selected item

* Fixed issue where show segfaults if the directory it was launched in is
removed.

* Addresses issue #116

* Added skip-to-first option to default config file

* Further fixes to skip to first file

* Started work on the -@ flag

* More -@ work

* Further work on Xattr Mac support

* Fixed refresh issue, committing before possible refactor of display_dir

* Added entry line index struct

* Refactoring old functions

* Refactoring old functions further

* Fixed page down issue

* Displays xattrs

* XAttr segments and config settings

* Re-added support for GNU/HURD

* ACL work, reordered axFlag

* Disabling ACL view for now

* Set layout in config

* Fixed memory allocation issue with launch executable

* Made sys/xattr.h optional

* Removed xattr call when xattr not present

* Changed errorno output

* Added definitions for setting types

* Started work on moving files between devices

* Finished work moving files between devices

* Added find next on CTRL+F

Added feature for #119

* Fixed typo in help section

* Added initial autocomplete

For issue #108

* Completing autocomplete work for sf

Finishing #108

* Updated documentation

* Added SELinux support in documentation

* Reordered axFlag setting

* Fail config on missing acl library

* Reworked acl detection

* Further ACL work

* Fixed acl column not showing

* Fix incorrect disk space on some systems

Addresses #124

* Removing dev tag, prepairing for release",Unsure
143,https://github.com/ClusterM/famicom-dumper/commit/4e4ca3f1f4d976f90084e128209000bd87d036a0,ClusterM/famicom-dumper,COOLBOY refactoring,Yes
144,https://github.com/amslabtech/dwa/commit/b132392bb7d1cf6056b93e058fe1be3a817a4933,amslabtech/dwa,refactor,Unsure
145,https://github.com/facebook/squangle/commit/c90d51732f5847e661b361f5e3cff91f87699ccc,facebook/squangle,"Reformat and minor refactoring

Summary: Prior to updates to support MySQL 8.0.17, reformat and do some minor refactoring to make the code simpler to work with.

Reviewed By: yichenshen

Differential Revision: D20677104

fbshipit-source-id: 66fd84867111b82be9c73807a1c16caa4dbc2488",Yes
146,https://github.com/darrenjs/wampcc/commit/b201b96b445697e086d4753e7d41c57365373135,darrenjs/wampcc,minor refactor,Yes
147,https://github.com/LabSound/LabSound/commit/71d42886cd1fedbec3ef96ed8b0582c651006adc,LabSound/LabSound,[not compiling] heavy work-in-progress refactoring towards configurable audio devices,Yes
148,https://github.com/hunspell/hunspell/commit/609fa1bf2dbd82a25bb2c03bb7a993c02735f848,hunspell/hunspell,Some refactoring on string_utils.hxx,Yes
149,https://github.com/OndrejTexler/Neurally-Guided-Style-Transfer/commit/14b4103e372b2678a1b7c918da74b882461a9a41,OndrejTexler/Neurally-Guided-Style-Transfer,Code refactor,Yes
150,https://github.com/drons/nbody/commit/adcbe4cadb85935fde93ee5dc856868dc6150c20,drons/nbody,Merge branch 'engine' (engine&solver refactoring),Unsure
151,https://github.com/ShikOfTheRa/scarab-osd/commit/1e30f20bbbfb389c167b19f40db7532bbe3ba67e,ShikOfTheRa/scarab-osd,refactored font update,No
152,https://github.com/dvarrazzo/py-setproctitle/commit/7badb79d26601b32001da22c0d64e1c2f9683567,dvarrazzo/py-setproctitle,"refactor: convert the module to package, add typing info

Close #101",Yes
153,https://github.com/gheinrich/bibnumber/commit/bd406ad1a63e2bad2a3e9701961bc31e5668a7d1,gheinrich/bibnumber,"Code refactoring, moving various stages of processing into
different files",Yes
154,https://github.com/Ubpa/UDRefl/commit/6fe89726965c9fa820577801e9d7c7ff444fd3c0,Ubpa/UDRefl,refactor FieldPtr,Yes
155,https://github.com/ccdevnet/openc2e/commit/b51bc44ea43a935b00fd3db2a244eadafe567fd2,ccdevnet/openc2e,"incomplete refactoring of main.cpp/backend code, adding an unfinished event system and creating a new Engine class",Unsure
156,https://github.com/HandBrake/HandBrake/commit/84b4d057e2af8b185050b2e6c86160748d48d547,HandBrake/HandBrake,"MacGui: fix memory leak, more refactoring, bugfixes.



git-svn-id: svn://svn.handbrake.fr/HandBrake/trunk@5132 b64f7644-9d1e-0410-96f1-a4d463321fa5",Yes
157,https://github.com/jleb/pyaudio/commit/742b3b3781d1c88ebadfe94306678e29da704669,jleb/pyaudio,Non-blocking: refactor C callback error handling.,Yes
158,https://github.com/tekknolagi/carp/commit/fd5b6a2aeb89f8752f95d4ed2817b5c52a5daefa,tekknolagi/carp,refactor header files and include directives,Yes
159,https://github.com/altera-opensource/u-boot-socfpga/commit/57567361769bfa02d0622c06e5e9f66392e2593a,altera-opensource/u-boot-socfpga,"powerpc/8xxx: Remove dependency on <usb.h>

We used <usb.h> for USB_MAX_DEVICE.  However this requires we actual
build in support for USB into u-boot (which should not be required for
device tree fixup).

At this time no FSL SoC that utilizies this code (83xx/85xx) has more
than 2 USB controllers.  So we replace USB_MAX_DEVICE with a local
define FSL_MAX_NUM_USB_CTRLS.

If/when a device shows up with more than 2 controllers we can easily
bump this value or refactor into a proper define per SoC.

Signed-off-by: Kumar Gala <galak@kernel.crashing.org>",No
160,https://github.com/LK8000/LK8000/commit/d31e5cd5824876837b7164b22c6361ac862d280b,LK8000/LK8000,refactor Vario Bar Drawing : simpler & resolution free,Yes
161,https://github.com/spheredev/neosphere/commit/e242ee5e058fcf27245cb64bf5412f30676f8b5a,spheredev/neosphere,"Use build visor for all messages

This is just to test out the visor and make sure everything is working.
The codebase still needs a bit more refactoring before 4.4.0 can be
released.",No
162,https://github.com/sgallagher/sscg/commit/12632d46f63a1bb76e99768a9ebc00fd8187fd91,sgallagher/sscg,"Add support for writing CA private key

Also refactor the file-writing to be reusable.",Yes
163,https://github.com/Audio4Linux/JDSP4Linux/commit/82c2b6b27d7c116d0ec317ed9ae824ae7b76d0a2,Audio4Linux/JDSP4Linux,Merge branch 'refactor' of github.com:Audio4Linux/JDSP4Linux into refactor,No
164,https://github.com/oggy/looksee/commit/8706533843abf2b32d0d8ff5cbb613ed4f18f938,oggy/looksee,"Make looksee work on ruby 1.9.3 with falcon patch and ruby 2.0.0 (everything needs to be refactored, though)",No
165,https://github.com/ghostplant/web-openssh/commit/ac376b50f918bd7c1a2de813a78fd895bf1bb507,ghostplant/web-openssh,"Initial commit

first version of shellwithwsshd

update readme

update readme

fix utf-8 display

send user data inside tunnel instread of url parameters

fix a bug

update project name

change project name

change style

bug fixed: recv incompleted utf-8 chars

update doc

fix a bug: bg black color and white color from top

optimizing efficiency and prompt method

extend static file support

add http ssl notes

bug fixed: wrong indent

update git source

alpha version of websocket-ssh migrate based on python3

add automatical resizing request to pty when browser is resized.

fix showing utf-8 charactors

add beep sound support;
fix utf-8 encode crash;

add base http server daemon to get access to index.html

migrate completely to python3 and new comments added

update displayment of README.md

convert sound to html5 inner source code

hiding password input and parsing arguments from window href

fix setting ending of audio tag.

detecting connection error and send reason

security consideration -> put resources to an isolated directory

add ssl support for connection

update README.md about service port
drop support for python2 version

add dockerfile to build a single service

fix a bug in docker: put html into a single directory

update README.md

fix path parsing for HTTP GET method

async waiting tasks: huge file downloads

filtering via blacklist for better security

update README.md

automatically detect websocket port

add sftp get/put method

update README.md and button displayment on screen

add base64 encode to fix utf-8 text transfer

ui bug fixed on chrome browser

update security.lst

renaming project name

extend method field

fix leak: cancel worker resource after session close

replace port 8022 with 443

push unstable

dist update

update

dirty commit

refactor

update DOC

update source

collecting zoombie processes

keep collecting wnohang

update UI

replace window.websocket

use screen session by default

update

prevent self-process to be root process

update Dockerfile

add clipboard config

don't change title; autofocus clipboard.

update base64 encoder/decoder

add python2 compatibility

use agetty as default session manager

update beep sound

add LICENSE

new upgrade

new materials

new

image

add docker info

fix source locale",Unsure
166,https://github.com/johnlane/grub/commit/3bca85b4184f74995a7cc2791e432173fde26d34,johnlane/grub,"devmapper: check for valid device abstraction in get_grub_dev

This was lost when code was refactored. Patch restores previous behavior.

It is still not clear whether this is the right one. Due to the way we
detect DM abstraction, partitions on DM are skipped, we fall through to
generic detection which ends up in assuming parent device is BIOS disk.

It is useful to install GRUB on VM disk from the host. But it also means
that GRUB will mistakenly allow install on real system as well.

For now let's fix regression; future behavior needs to be discussed.

Closes: 45163",No
167,https://github.com/intel/vbh/commit/db084eaba1c81c6f3fc36b61707aee96d54bf015,intel/vbh,"Merge pull request #4 from rliu88/master

refactor guest_info.c to support query on remote cpu.  Also refactor …",Yes
168,https://github.com/multipath-tcp/mptcp/commit/23cd573b46c1f90645023ca2989bc041a0fcf38c,multipath-tcp/mptcp,"ceph: refactor readpage_nounlock() to make the logic clearer

If the return value of ceph_osdc_readpages() is not negative,
it is certainly greater than or equal to zero.

Remove the useless condition judgment and redundant braces.

Signed-off-by: Zhang Zhen <zhenzhang.zhang@huawei.com>
Reviewed-by: Yan, Zheng <zheng.z.yan@intel.com>",Yes
169,https://github.com/statismo/statismo/commit/ce65d4452b57a8a83dcffece0957249dab1d7bd7,statismo/statismo,"Introduced Posterior Model Builder, which replaces the PartiallyFixedModelBuilder.

We have refactored the PartiallyFixedModelBuilder such that the code closely corresponds to the theory and notation used in our Media paper ""Posterior Shape Models"". To make the connection more clear, we have saved it under the new name PosteriorModelBuilder. The PartiallyFixedModelBuilder is deprecated and will in future versions be removed.",Yes
170,https://github.com/siemens/jailhouse/commit/5c2c2445bec063443072559395127703c5222287,siemens/jailhouse,"TODO: Add item for config generator refactoring

Based on http://thread.gmane.org/gmane.linux.jailhouse/4893.

Signed-off-by: Jan Kiszka <jan.kiszka@siemens.com>",Unsure
171,https://github.com/jc-kynesim/rpi-ffmpeg/commit/00a63bfb87af6cf7bcdf85848830a90c7e052d41,jc-kynesim/rpi-ffmpeg,"matroskaenc: Fix stray pointers left over from av_reallocp_array refactoring

Signed-off-by: Diego Biurrun <diego@biurrun.de>",No
